table_name,comment,Arabic comment,English comment
MLOG$_IAS_PRIV_PROJECTS,snapshot log for master table IAS20231.IAS_PRIV_PROJECTS,snapshot log for master table IAS20231.IAS_PRIV_PROJECTS,Snapshot Log for Master Table IAS20231.IAS_PRIV_PROJECTS
MLOG$_IAS_PRIV_SMAN,snapshot log for master table IAS20231.IAS_PRIV_SMAN,snapshot log for master table IAS20231.IAS_PRIV_SMAN,Snapshot Log for Master Table IAS20231.ias_Priv_Sman
MLOG$_IAS_PRIV_SMAN1,snapshot log for master table IAS20192.IAS_PRIV_SMAN,snapshot log for master table IAS20192.IAS_PRIV_SMAN,Snapshot Log for Master Table IAS20192.ias_priv_sman
MLOG$_IAS_PRIV_SMAN2,snapshot log for master table IAS20212.IAS_PRIV_SMAN,snapshot log for master table IAS20212.IAS_PRIV_SMAN,Snapshot Log for Master Table IAS20212.AIS_PRIV_Sman
MLOG$_IAS_PRIV_SMAN3,snapshot log for master table IAS20221.IAS_PRIV_SMAN,snapshot log for master table IAS20221.IAS_PRIV_SMAN,Snapshot Log for Master Table IAS20221.IAS_PRIV_Sman
MLOG$_IAS_PRIV_VENDOR,snapshot log for master table IAS20231.IAS_PRIV_VENDOR,snapshot log for master table IAS20231.IAS_PRIV_VENDOR,Snapshot Log for Master Table IAS20231.ias_Priv_Vendor
MLOG$_IAS_PRIV_VENDOR1,snapshot log for master table IAS20212.IAS_PRIV_VENDOR,snapshot log for master table IAS20212.IAS_PRIV_VENDOR,Snapshot log
MLOG$_IAS_PROJECTS,snapshot log for master table IAS20231.IAS_PROJECTS,snapshot log for master table IAS20231.IAS_PROJECTS,Snapshot Log for Master Table IAS20231.ias_Projects
MLOG$_IAS_PROJECTS1,snapshot log for master table IAS20192.IAS_PROJECTS,snapshot log for master table IAS20192.IAS_PROJECTS,Snapshot Log for Master Table IAS20192.ias_projects
MLOG$_IAS_PROJECTS2,snapshot log for master table IAS20212.IAS_PROJECTS,snapshot log for master table IAS20212.IAS_PROJECTS,Snapshot Log for Master Table IAS20212.AIS_Projects
MLOG$_IAS_PROJECTS3,snapshot log for master table IAS20221.IAS_PROJECTS,snapshot log for master table IAS20221.IAS_PROJECTS,Snapshot Log for Master Table IAS20221.IAS_PROJECTS
MLOG$_IAS_PROJECTS_GROUP,snapshot log for master table IAS20142.IAS_PROJECTS_GROUP,snapshot log for master table IAS20142.IAS_PROJECTS_GROUP,Snapshot Log for Master Table IAS20142.ias_pruts_group
MLOG$_IAS_PROJECTS_GROUP1,snapshot log for master table IAS20231.IAS_PROJECTS_GROUP,snapshot log for master table IAS20231.IAS_PROJECTS_GROUP,Snapshot Log for Master Table IAS20231.ias_Projects_Group
MLOG$_IAS_PROVINCES,snapshot log for master table IAS20231.IAS_PROVINCES,snapshot log for master table IAS20231.IAS_PROVINCES,Snapshot Log for Master Table IAS20231.IAS_PROVINCES
MLOG$_IAS_PROVINCES1,snapshot log for master table IAS20221.IAS_PROVINCES,snapshot log for master table IAS20221.IAS_PROVINCES,Snapshot Log for Master Table IAS2021.IAS_PROVINCES
MLOG$_IAS_QUOT_TYPES,snapshot log for master table IAS20142.IAS_QUOT_TYPES,snapshot log for master table IAS20142.IAS_QUOT_TYPES,Snapshot Log for Master Table IAS20142.ias_quot_types
MLOG$_IAS_QUT_PRM_DTL,snapshot log for master table IAS20231.IAS_QUT_PRM_DTL,snapshot log for master table IAS20231.IAS_QUT_PRM_DTL,Snapshot log
MLOG$_IAS_QUT_PRM_DTL1,snapshot log for master table IAS20192.IAS_QUT_PRM_DTL,snapshot log for master table IAS20192.IAS_QUT_PRM_DTL,Snapshot Log for Master Table IAS20192.ias_Qut_prm_dtl
MLOG$_IAS_QUT_PRM_DTL2,snapshot log for master table IAS20212.IAS_QUT_PRM_DTL,snapshot log for master table IAS20212.IAS_QUT_PRM_DTL,Snapshot Log for Master Table IAS20212.AIS_QUT_PRM_DTL
MLOG$_IAS_QUT_PRM_DTL3,snapshot log for master table IAS20221.IAS_QUT_PRM_DTL,snapshot log for master table IAS20221.IAS_QUT_PRM_DTL,Snapshot log
MLOG$_IAS_QUT_PRM_GRP_DTL,snapshot log for master table IAS20231.IAS_QUT_PRM_GRP_DTL,snapshot log for master table IAS20231.IAS_QUT_PRM_GRP_DTL,Snapshot Log for Master Table IAS20231.ias_Qut_prm_GRP_DTL
MLOG$_IAS_QUT_PRM_GRP_DTL1,snapshot log for master table IAS20212.IAS_QUT_PRM_GRP_DTL,snapshot log for master table IAS20212.IAS_QUT_PRM_GRP_DTL,Snapshot log
MLOG$_IAS_QUT_PRM_GRP_DTL2,snapshot log for master table IAS20221.IAS_QUT_PRM_GRP_DTL,snapshot log for master table IAS20221.IAS_QUT_PRM_GRP_DTL,Snapshot Log for Master Table IAS20221.IAS_QUT_PRM_GRP_DTL
MLOG$_IAS_QUT_PRM_GRP_MST,snapshot log for master table IAS20231.IAS_QUT_PRM_GRP_MST,snapshot log for master table IAS20231.IAS_QUT_PRM_GRP_MST,Snapshot log
MLOG$_IAS_QUT_PRM_GRP_MST1,snapshot log for master table IAS20212.IAS_QUT_PRM_GRP_MST,snapshot log for master table IAS20212.IAS_QUT_PRM_GRP_MST,Snapshot log
MLOG$_IAS_QUT_PRM_GRP_MST2,snapshot log for master table IAS20221.IAS_QUT_PRM_GRP_MST,snapshot log for master table IAS20221.IAS_QUT_PRM_GRP_MST,Snapshot Log for Master Table IAS20221.IAS_QUT_PRM_GRP_Mst
MLOG$_IAS_QUT_PRM_MST,snapshot log for master table IAS20231.IAS_QUT_PRM_MST,snapshot log for master table IAS20231.IAS_QUT_PRM_MST,Snapshot log
MLOG$_IAS_QUT_PRM_MST1,snapshot log for master table IAS20192.IAS_QUT_PRM_MST,snapshot log for master table IAS20192.IAS_QUT_PRM_MST,Snapshot Log for Master Table IAS20192.ias_Qut_prm_Mst
MLOG$_IAS_QUT_PRM_MST2,snapshot log for master table IAS20212.IAS_QUT_PRM_MST,snapshot log for master table IAS20212.IAS_QUT_PRM_MST,Snapshot log
MLOG$_IAS_QUT_PRM_MST3,snapshot log for master table IAS20221.IAS_QUT_PRM_MST,snapshot log for master table IAS20221.IAS_QUT_PRM_MST,Snapshot log
MLOG$_IAS_QUT_PRM_SUB_DTL,snapshot log for master table IAS20231.IAS_QUT_PRM_SUB_DTL,snapshot log for master table IAS20231.IAS_QUT_PRM_SUB_DTL,Snapshot log
MLOG$_IAS_QUT_PRM_SUB_DTL1,snapshot log for master table IAS20192.IAS_QUT_PRM_SUB_DTL,snapshot log for master table IAS20192.IAS_QUT_PRM_SUB_DTL,Snapshot log
MLOG$_IAS_QUT_PRM_SUB_DTL2,snapshot log for master table IAS20212.IAS_QUT_PRM_SUB_DTL,snapshot log for master table IAS20212.IAS_QUT_PRM_SUB_DTL,snapshot log
MLOG$_IAS_QUT_PRM_SUB_DTL3,snapshot log for master table IAS20221.IAS_QUT_PRM_SUB_DTL,snapshot log for master table IAS20221.IAS_QUT_PRM_SUB_DTL,Snapshot log
MLOG$_IAS_REP_SMPLE_USER,snapshot log for master table IAS20231.IAS_REP_SMPLE_USER,snapshot log for master table IAS20231.IAS_REP_SMPLE_USER,Snapshot Log for Master Table IAS20231.ias_rep_smple_user
MLOG$_IAS_REP_SMPLE_USER1,snapshot log for master table IAS20192.IAS_REP_SMPLE_USER,snapshot log for master table IAS20192.IAS_REP_SMPLE_USER,Snapshot Log for Master Table IAS20192.ias_rep_smple_user
MLOG$_IAS_REP_SMPLE_USER2,snapshot log for master table IAS20212.IAS_REP_SMPLE_USER,snapshot log for master table IAS20212.IAS_REP_SMPLE_USER,Snapshot log
MLOG$_IAS_REP_SMPLE_USER3,snapshot log for master table IAS20221.IAS_REP_SMPLE_USER,snapshot log for master table IAS20221.IAS_REP_SMPLE_USER,Snapshot log
MLOG$_IAS_REQ_MOD_PRICE_DT,snapshot log for master table IAS20221.IAS_REQ_MOD_PRICE_DTL,snapshot log for master table IAS20221.IAS_REQ_MOD_PRICE_DTL,Snapshot log
MLOG$_IAS_REQ_MOD_PRICE_DT1,snapshot log for master table IAS20231.IAS_REQ_MOD_PRICE_DTL,snapshot log for master table IAS20231.IAS_REQ_MOD_PRICE_DTL,Snapshot log
MLOG$_IAS_REQ_MOD_PRICE_MS,snapshot log for master table IAS20221.IAS_REQ_MOD_PRICE_MST,snapshot log for master table IAS20221.IAS_REQ_MOD_PRICE_MST,Snapshot log
MLOG$_IAS_REQ_MOD_PRICE_MS1,snapshot log for master table IAS20231.IAS_REQ_MOD_PRICE_MST,snapshot log for master table IAS20231.IAS_REQ_MOD_PRICE_MST,Snapshot log
MLOG$_IAS_RT_BILL_MST,snapshot log for master table IAS20212.IAS_RT_BILL_MST,snapshot log for master table IAS20212.IAS_RT_BILL_MST,Snapshot log
MLOG$_IAS_RT_SALES_REASON,snapshot log for master table IAS20231.IAS_RT_SALES_REASON,snapshot log for master table IAS20231.IAS_RT_SALES_REASON,Snapshot Log for Master Table IAS20231.ias_RT_SALES_RESON
MLOG$_IAS_RT_SALES_TYPES,snapshot log for master table IAS20231.IAS_RT_SALES_TYPES,snapshot log for master table IAS20231.IAS_RT_SALES_TYPES,Snapshot log
MLOG$_IAS_RT_SALES_TYPES1,snapshot log for master table IAS20192.IAS_RT_SALES_TYPES,snapshot log for master table IAS20192.IAS_RT_SALES_TYPES,Snapshot log
MLOG$_IAS_RT_SALES_TYPES2,snapshot log for master table IAS20212.IAS_RT_SALES_TYPES,snapshot log for master table IAS20212.IAS_RT_SALES_TYPES,snapshot log
MLOG$_IAS_RT_SALES_TYPES3,snapshot log for master table IAS20221.IAS_RT_SALES_TYPES,snapshot log for master table IAS20221.IAS_RT_SALES_TYPES,Snapshot log
MLOG$_IAS_SALESMAN_TYPES,snapshot log for master table IAS20231.IAS_SALESMAN_TYPES,snapshot log for master table IAS20231.IAS_SALESMAN_TYPES,Snapshot Log for Master Table IAS20231.ias_salesman_Types
MLOG$_IAS_SALES_DISC_MST,snapshot log for master table IAS20231.IAS_SALES_DISC_MST,snapshot log for master table IAS20231.IAS_SALES_DISC_MST,Snapshot log
MLOG$_IAS_SALES_TYPES,snapshot log for master table IAS20231.IAS_SALES_TYPES,snapshot log for master table IAS20231.IAS_SALES_TYPES,Snapshot log
MLOG$_IAS_SALES_TYPES1,snapshot log for master table IAS20192.IAS_SALES_TYPES,snapshot log for master table IAS20192.IAS_SALES_TYPES,Snapshot log
MLOG$_IAS_SALES_TYPES2,snapshot log for master table IAS20212.IAS_SALES_TYPES,snapshot log for master table IAS20212.IAS_SALES_TYPES,snapshot log
MLOG$_IAS_SALES_TYPES3,snapshot log for master table IAS20221.IAS_SALES_TYPES,snapshot log for master table IAS20221.IAS_SALES_TYPES,Snapshot log
MLOG$_IAS_SAL_CPN_DTL,snapshot log for master table IAS20231.IAS_SAL_CPN_DTL,snapshot log for master table IAS20231.IAS_SAL_CPN_DTL,Snapshot Log for Master Table IAS20231.ias_sal_CPN_DTL
MLOG$_IAS_SHW_DOC_PRIV,snapshot log for master table IAS20231.IAS_SHW_DOC_PRIV,snapshot log for master table IAS20231.IAS_SHW_DOC_PRIV,Snapshot Log for Master Table IAS20231.ias_SHW_DOC_PRIV
MLOG$_IAS_SHW_DOC_PRIV1,snapshot log for master table IAS20192.IAS_SHW_DOC_PRIV,snapshot log for master table IAS20192.IAS_SHW_DOC_PRIV,Snapshot Log for Master Table IAS20192.ias_shw_doc_priv
MLOG$_IAS_SHW_DOC_PRIV2,snapshot log for master table IAS20212.IAS_SHW_DOC_PRIV,snapshot log for master table IAS20212.IAS_SHW_DOC_PRIV,Snapshot log
MLOG$_IAS_SHW_DOC_PRIV3,snapshot log for master table IAS20221.IAS_SHW_DOC_PRIV,snapshot log for master table IAS20221.IAS_SHW_DOC_PRIV,Snapshot Log for Master Table IAS20221.IAS_SHW_DOC_PRIV
MLOG$_IAS_SIGNATURE,snapshot log for master table IAS20231.IAS_SIGNATURE,snapshot log for master table IAS20231.IAS_SIGNATURE,Snapshot Log for Master Table IAS20231.ias_signature
MLOG$_IAS_SIGNATURE1,snapshot log for master table IAS20192.IAS_SIGNATURE,snapshot log for master table IAS20192.IAS_SIGNATURE,Snapshot Log for Master Table IAS20192.ias_signature
MLOG$_IAS_SIGNATURE2,snapshot log for master table IAS20212.IAS_SIGNATURE,snapshot log for master table IAS20212.IAS_SIGNATURE,Snapshot Log for Master Table IAS20212.AIS_Signature
MLOG$_IAS_SIGNATURE3,snapshot log for master table IAS20221.IAS_SIGNATURE,snapshot log for master table IAS20221.IAS_SIGNATURE,Snapshot Log for Master Table IAS20221.ias_signature
MLOG$_IAS_SORDER_TYPES,snapshot log for master table IAS20231.IAS_SORDER_TYPES,snapshot log for master table IAS20231.IAS_SORDER_TYPES,Snapshot log
MLOG$_IAS_SORDER_TYPES1,snapshot log for master table IAS20212.IAS_SORDER_TYPES,snapshot log for master table IAS20212.IAS_SORDER_TYPES,Snapshot log
MLOG$_IAS_SORDER_TYPES2,snapshot log for master table IAS20221.IAS_SORDER_TYPES,snapshot log for master table IAS20221.IAS_SORDER_TYPES,Snapshot Log for Master Table IAS20221.IAS_SOORDER_Types
MLOG$_IAS_STK_ADJST_TYPES,snapshot log for master table IAS20231.IAS_STK_ADJST_TYPES,snapshot log for master table IAS20231.IAS_STK_ADJST_TYPES,Snapshot log
MLOG$_IAS_SUB_GRP_DTL,snapshot log for master table IAS20231.IAS_SUB_GRP_DTL,snapshot log for master table IAS20231.IAS_SUB_GRP_DTL,Snapshot Log for Master Table IAS20231.ias_sub_GRP_DTL
MLOG$_IAS_SUB_GRP_DTL1,snapshot log for master table IAS20192.IAS_SUB_GRP_DTL,snapshot log for master table IAS20192.IAS_SUB_GRP_DTL,Snapshot Log for Master Table IAS20192.ias_sub_GRP_DTL
MLOG$_IAS_SUB_GRP_DTL2,snapshot log for master table IAS20212.IAS_SUB_GRP_DTL,snapshot log for master table IAS20212.IAS_SUB_GRP_DTL,Snapshot log
MLOG$_IAS_SUB_GRP_DTL3,snapshot log for master table IAS20221.IAS_SUB_GRP_DTL,snapshot log for master table IAS20221.IAS_SUB_GRP_DTL,Snapshot log
MLOG$_IAS_UNTS_CONV,snapshot log for master table IAS20142.IAS_UNTS_CONV,snapshot log for master table IAS20142.IAS_UNTS_CONV,Snapshot Log for Master Table IAS20142.ias_Unts_conv
MLOG$_IAS_USER_GROUP,snapshot log for master table IAS20231.IAS_USER_GROUP,snapshot log for master table IAS20231.IAS_USER_GROUP,Snapshot log
MLOG$_IAS_USER_GROUP1,snapshot log for master table IAS20192.IAS_USER_GROUP,snapshot log for master table IAS20192.IAS_USER_GROUP,Snapshot Log for Master Table IAS20192.ias_user_group
MLOG$_IAS_USER_GROUP2,snapshot log for master table IAS20212.IAS_USER_GROUP,snapshot log for master table IAS20212.IAS_USER_GROUP,Snapshot Log for Master Table IAS20212.AIS_USER_GOUP
MLOG$_IAS_USER_GROUP3,snapshot log for master table IAS20221.IAS_USER_GROUP,snapshot log for master table IAS20221.IAS_USER_GROUP,Snapshot log
MLOG$_IAS_USER_HEAD,snapshot log for master table IAS20231.IAS_USER_HEAD,snapshot log for master table IAS20231.IAS_USER_HEAD,Snapshot log
MLOG$_IAS_USER_HEAD1,snapshot log for master table IAS20192.IAS_USER_HEAD,snapshot log for master table IAS20192.IAS_USER_HEAD,Snapshot Log for Master Table IAS20192.ias_user_Head
MLOG$_IAS_USER_HEAD2,snapshot log for master table IAS20212.IAS_USER_HEAD,snapshot log for master table IAS20212.IAS_USER_HEAD,Snapshot Log for Master Table IAS20212.AIS_USER_HEAD
MLOG$_IAS_USER_HEAD3,snapshot log for master table IAS20221.IAS_USER_HEAD,snapshot log for master table IAS20221.IAS_USER_HEAD,Snapshot log
MLOG$_IAS_VENDOR_DEGREE,snapshot log for master table IAS20142.IAS_VENDOR_DEGREE,snapshot log for master table IAS20142.IAS_VENDOR_DEGREE,Snapshot log
MLOG$_IAS_VNDR_ACCNT,snapshot log for master table IAS20231.IAS_VNDR_ACCNT,snapshot log for master table IAS20231.IAS_VNDR_ACCNT,Snapshot Log for Master Table IAS20231.IAS_VNDR_ACCCNT
MLOG$_IAS_VNDR_ITM,snapshot log for master table IAS20231.IAS_VNDR_ITM,snapshot log for master table IAS20231.IAS_VNDR_ITM,Snapshot log
MLOG$_IAS_VNDR_ITM1,snapshot log for master table IAS20192.IAS_VNDR_ITM,snapshot log for master table IAS20192.IAS_VNDR_ITM,Snapshot Log for Master Table IAS20192.ias_Vndr_ITM
MLOG$_IAS_VNDR_ITM2,snapshot log for master table IAS20212.IAS_VNDR_ITM,snapshot log for master table IAS20212.IAS_VNDR_ITM,Snapshot Log for Master Table IAS20212.IAS_VNDR_ITM
MLOG$_IAS_VNDR_ITM3,snapshot log for master table IAS20221.IAS_VNDR_ITM,snapshot log for master table IAS20221.IAS_VNDR_ITM,Snapshot Log for Master Table IAS20221.IAS_VNDR_ITM
MLOG$_IAS_VOUCHR_TYPE,snapshot log for master table IAS20142.IAS_VOUCHR_TYPE,snapshot log for master table IAS20142.IAS_VOUCHR_TYPE,Snapshot log
MLOG$_IAS_WHTRNS_DTL,snapshot log for master table IAS20212.IAS_WHTRNS_DTL,snapshot log for master table IAS20212.IAS_WHTRNS_DTL,Snapshot Log for Master Table IAS20212.IAS_WHTRNS_DTL
MLOG$_IAS_WHTRNS_MST,snapshot log for master table IAS20212.IAS_WHTRNS_MST,snapshot log for master table IAS20212.IAS_WHTRNS_MST,Snapshot Log for Master Table IAS20212.IAS_WHTRNS_MST
MLOG$_INCOM_TYPES,snapshot log for master table IAS20231.INCOM_TYPES,snapshot log for master table IAS20231.INCOM_TYPES,Snapshot Log for Master Table IAS20231.incom_Types
MLOG$_INCOM_TYPES1,snapshot log for master table IAS20192.INCOM_TYPES,snapshot log for master table IAS20192.INCOM_TYPES,Snapshot Log for Master Table IAS20192.incom_Types
MLOG$_INCOM_TYPES2,snapshot log for master table IAS20212.INCOM_TYPES,snapshot log for master table IAS20212.INCOM_TYPES,Snapshot Log for Master Table IAS20212.incom_Types
MLOG$_INCOM_TYPES3,snapshot log for master table IAS20221.INCOM_TYPES,snapshot log for master table IAS20221.INCOM_TYPES,Snapshot Log for Master Table IAS20221.incom_Types
MLOG$_INPT_CID_LST_DTL,snapshot log for master table IAS20231.INPT_CID_LST_DTL,snapshot log for master table IAS20231.INPT_CID_LST_DTL,Snapshot log
MLOG$_INTERFACE_ACC,snapshot log for master table IAS20231.INTERFACE_ACC,snapshot log for master table IAS20231.INTERFACE_ACC,Snapshot Log for Master Table IAS20231.interface_acc
MLOG$_INTERFACE_ACC1,snapshot log for master table IAS20192.INTERFACE_ACC,snapshot log for master table IAS20192.INTERFACE_ACC,Snapshot Log for Master Table IAS20192.interface_acc
MLOG$_INTERFACE_ACC2,snapshot log for master table IAS20212.INTERFACE_ACC,snapshot log for master table IAS20212.INTERFACE_ACC,Snapshot Log for Master Table IAS20212.interface_acc
MLOG$_INTERFACE_ACC3,snapshot log for master table IAS20221.INTERFACE_ACC,snapshot log for master table IAS20221.INTERFACE_ACC,Snapshot Log for Master Table IAS2021.interface_ACC
MLOG$_INV_DVC_BLNC,snapshot log for master table IAS20231.INV_DVC_BLNC,snapshot log for master table IAS20231.INV_DVC_BLNC,Snapshot Log for Master Table IAS20231.INV_DVC_BLNC
MLOG$_INV_FDA_ITM,snapshot log for master table IAS20231.INV_FDA_ITM,snapshot log for master table IAS20231.INV_FDA_ITM,Snapshot log
MLOG$_INV_FDA_ITM_LST_DTL,snapshot log for master table IAS20231.INV_FDA_ITM_LST_DTL,snapshot log for master table IAS20231.INV_FDA_ITM_LST_DTL,Snapshot log
MLOG$_INV_FDA_ITM_LST_MST,snapshot log for master table IAS20231.INV_FDA_ITM_LST_MST,snapshot log for master table IAS20231.INV_FDA_ITM_LST_MST,Snapshot log
MLOG$_INV_ITM_DVC_BLNC,snapshot log for master table IAS20231.INV_ITM_DVC_BLNC,snapshot log for master table IAS20231.INV_ITM_DVC_BLNC,Snapshot Log for Master Table IAS20231.inv_ITM_DVC_BLNC
MLOG$_INV_QR_CODE_MTHD_DTL,snapshot log for master table IAS20221.INV_QR_CODE_MTHD_DTL,snapshot log for master table IAS20221.INV_QR_CODE_MTHD_DTL,Snapshot Log for Master Table IAS20221.inv_qr_Code_mthd_dtl
MLOG$_INV_QR_CODE_MTHD_DTL1,snapshot log for master table IAS20231.INV_QR_CODE_MTHD_DTL,snapshot log for master table IAS20231.INV_QR_CODE_MTHD_DTL,Snapshot Log for Master Table IAS20231.inv_qr_code_mthd_dtl
MLOG$_INV_QR_CODE_MTHD_MST,snapshot log for master table IAS20221.INV_QR_CODE_MTHD_MST,snapshot log for master table IAS20221.INV_QR_CODE_MTHD_MST,Snapshot log
MLOG$_INV_QR_CODE_MTHD_MST1,snapshot log for master table IAS20231.INV_QR_CODE_MTHD_MST,snapshot log for master table IAS20231.INV_QR_CODE_MTHD_MST,Snapshot Log for Master Table IAS20231.inv_qr_Code_mthd_Mst
MLOG$_ITEMS_COSTING,snapshot log for master table IAS20231.ITEMS_COSTING,snapshot log for master table IAS20231.ITEMS_COSTING,Snapshot Log for Master Table IAS20231.ITEMS_Costing
MLOG$_ITEM_BIN,snapshot log for master table IAS20231.ITEM_BIN,snapshot log for master table IAS20231.ITEM_BIN,Snapshot Log for Master Table IAS20231.ITEM_BIN
MLOG$_ITEM_TYPES,snapshot log for master table IAS20231.ITEM_TYPES,snapshot log for master table IAS20231.ITEM_TYPES,Snapshot Log for Master Table IAS20231.ite_Types
MLOG$_ITEM_TYPES1,snapshot log for master table IAS20192.ITEM_TYPES,snapshot log for master table IAS20192.ITEM_TYPES,Snapshot Log for Master Table IAS20192.ite_Types
MLOG$_ITEM_TYPES2,snapshot log for master table IAS20212.ITEM_TYPES,snapshot log for master table IAS20212.ITEM_TYPES,Snapshot Log for Master Table IAS20212.ite_Types
MLOG$_ITEM_TYPES3,snapshot log for master table IAS20221.ITEM_TYPES,snapshot log for master table IAS20221.ITEM_TYPES,Snapshot Log for Master Table IAS20221.ite_Types
MLOG$_JV_TYPES,snapshot log for master table IAS20142.JV_TYPES,snapshot log for master table IAS20142.JV_TYPES,Snapshot Log for Master Table IAS20142.jv_Types
MLOG$_JV_TYPES1,snapshot log for master table IAS20231.JV_TYPES,snapshot log for master table IAS20231.JV_TYPES,Snapshot Log for Master Table IAS20231.jv_Types
MLOG$_JV_TYPES_DETAIL,snapshot log for master table IAS20142.JV_TYPES_DETAIL,snapshot log for master table IAS20142.JV_TYPES_DETAIL,Snapshot Log for Master Table IAS20142.jv_Types_detail
MLOG$_KIT_ITEMS,snapshot log for master table IAS20231.KIT_ITEMS,snapshot log for master table IAS20231.KIT_ITEMS,Snapshot Log for Master Table IAS20231.Kit_ITEMS
MLOG$_MEASUREMENT,snapshot log for master table IAS20231.MEASUREMENT,snapshot log for master table IAS20231.MEASUREMENT,Snapshot Log for Master Table IAS20231.measurement
MLOG$_MEASUREMENT1,snapshot log for master table IAS20192.MEASUREMENT,snapshot log for master table IAS20192.MEASUREMENT,Snapshot Log for Master Table IAS20192.measurement
MLOG$_MEASUREMENT2,snapshot log for master table IAS20212.MEASUREMENT,snapshot log for master table IAS20212.MEASUREMENT,Snapshot Log for Master Table IAS20212.Measurement
MLOG$_MEASUREMENT3,snapshot log for master table IAS20221.MEASUREMENT,snapshot log for master table IAS20221.MEASUREMENT,Snapshot Log for Master Table IAS20221.measurement
MLOG$_MV_ITEM_MOVEMENT,snapshot log for master table IAS20142.MV_ITEM_MOVEMENT,snapshot log for master table IAS20142.MV_ITEM_MOVEMENT,Snapshot log
MLOG$_OPEN_BAL,snapshot log for master table IAS20142.OPEN_BAL,snapshot log for master table IAS20142.OPEN_BAL,Snapshot Log for Master Table IAS20142.epen_bal
MLOG$_OUT_TYPES,snapshot log for master table IAS20231.OUT_TYPES,snapshot log for master table IAS20231.OUT_TYPES,Snapshot Log for Master Table IAS20231.out_Types
MLOG$_OUT_TYPES1,snapshot log for master table IAS20212.OUT_TYPES,snapshot log for master table IAS20212.OUT_TYPES,Snapshot Log for Master Table IAS20212.out_Types
